,pc,user,won
27990,50,26,pc
27991,50,27,pc
27992,49,50,user
27993,47,50,user
27994,50,44,pc
27995,45,50,user
27996,50,35,pc
27997,45,50,user
27998,50,32,pc
27999,36,50,user
28000,50,34,pc
28001,50,40,pc
28002,47,50,user
28003,50,27,pc
28004,50,34,pc
28005,50,18,pc
28006,50,49,pc
28007,50,25,pc
28008,50,34,pc
28009,45,50,user
28010,50,30,pc
28011,50,47,pc
28012,50,42,pc
28013,50,11,pc
28014,45,50,user
28015,50,30,pc
28016,50,33,pc
28017,50,37,pc
28018,40,50,user
28019,48,50,user
28020,46,50,user
28021,50,34,pc
28022,38,50,user
28023,50,32,pc
28024,50,46,pc
28025,50,43,pc
28026,50,35,pc
28027,50,15,pc
28028,50,42,pc
28029,49,50,user
28030,50,33,pc
28031,50,38,pc
28032,49,50,user
28033,50,39,pc
28034,50,21,pc
28035,50,34,pc
28036,50,2,pc
28037,49,50,user
28038,50,32,pc
28039,50,45,pc
28040,45,50,user
28041,40,50,user
28042,39,50,user
28043,50,29,pc
28044,50,41,pc
28045,50,31,pc
28046,50,40,pc
28047,50,32,pc
28048,50,40,pc
28049,45,50,user
28050,50,27,pc
28051,50,35,pc
28052,50,48,pc
28053,48,50,user
28054,50,48,pc
28055,32,50,user
28056,50,48,pc
28057,50,40,pc
28058,50,40,pc
28059,50,49,pc
28060,50,49,pc
28061,50,33,pc
28062,50,44,pc
28063,50,28,pc
28064,50,35,pc
28065,50,30,pc
28066,50,36,pc
28067,46,50,user
28068,43,50,user
28069,50,24,pc
28070,50,24,pc
28071,50,45,pc
28072,50,33,pc
28073,50,32,pc
28074,50,46,pc
28075,42,50,user
28076,50,33,pc
28077,50,36,pc
28078,50,38,pc
28079,50,17,pc
28080,50,48,pc
28081,50,34,pc
28082,50,36,pc
28083,33,50,user
28084,50,38,pc
28085,50,24,pc
28086,45,50,user
28087,50,46,pc
28088,50,46,pc
28089,48,50,user
28090,50,43,pc
28091,50,49,pc
28092,50,36,pc
28093,50,47,pc
28094,50,27,pc
28095,46,50,user
28096,50,48,pc
28097,50,37,pc
28098,45,50,user
28099,50,47,pc
28100,50,35,pc
28101,43,50,user
28102,50,36,pc
28103,48,50,user
28104,50,37,pc
28105,50,2,pc
28106,50,27,pc
28107,50,46,pc
28108,50,36,pc
28109,50,30,pc
28110,50,28,pc
28111,50,36,pc
28112,50,40,pc
28113,50,37,pc
28114,50,45,pc
28115,50,23,pc
28116,50,48,pc
28117,50,33,pc
28118,50,44,pc
28119,50,10,pc
28120,50,41,pc
28121,50,47,pc
28122,49,50,user
28123,50,45,pc
28124,50,43,pc
28125,50,33,pc
28126,50,17,pc
28127,50,33,pc
28128,50,40,pc
28129,50,35,pc
28130,42,50,user
28131,50,33,pc
28132,50,42,pc
28133,47,50,user
28134,44,50,user
28135,48,50,user
28136,30,50,user
28137,50,36,pc
28138,50,2,pc
28139,45,50,user
28140,48,50,user
28141,50,42,pc
28142,47,50,user
28143,33,50,user
28144,47,50,user
28145,50,43,pc
28146,50,43,pc
28147,50,38,pc
28148,50,38,pc
28149,50,33,pc
28150,50,18,pc
28151,50,11,pc
28152,50,49,pc
28153,48,50,user
28154,50,44,pc
28155,50,47,pc
28156,39,50,user
28157,50,43,pc
28158,38,50,user
28159,50,45,pc
28160,50,12,pc
28161,50,48,pc
28162,50,42,pc
28163,50,47,pc
28164,50,48,pc
28165,43,50,user
28166,46,50,user
28167,50,37,pc
28168,49,50,user
28169,50,46,pc
28170,50,49,pc
28171,50,33,pc
28172,50,21,pc
28173,50,45,pc
28174,50,36,pc
28175,48,50,user
28176,50,46,pc
28177,50,44,pc
28178,50,46,pc
28179,50,17,pc
28180,49,50,user
28181,50,46,pc
28182,44,50,user
28183,46,50,user
28184,50,18,pc
28185,50,42,pc
28186,50,36,pc
28187,50,31,pc
28188,50,45,pc
28189,50,35,pc
28190,44,50,user
28191,50,35,pc
28192,42,50,user
28193,50,46,pc
28194,50,22,pc
28195,50,33,pc
28196,50,46,pc
28197,50,43,pc
28198,50,21,pc
28199,50,35,pc
28200,50,20,pc
28201,47,50,user
28202,48,50,user
28203,50,49,pc
28204,50,21,pc
28205,50,40,pc
28206,43,50,user
28207,45,50,user
28208,50,40,pc
28209,31,50,user
28210,50,38,pc
28211,50,38,pc
28212,36,50,user
28213,50,49,pc
28214,50,29,pc
28215,50,34,pc
28216,50,48,pc
28217,50,49,pc
28218,50,36,pc
28219,50,33,pc
28220,50,40,pc
28221,37,50,user
28222,50,15,pc
28223,50,41,pc
28224,50,41,pc
28225,50,34,pc
28226,50,31,pc
28227,50,42,pc
28228,50,35,pc
28229,49,50,user
28230,41,50,user
28231,25,50,user
28232,50,29,pc
28233,49,50,user
28234,50,45,pc
28235,43,50,user
28236,50,49,pc
28237,27,50,user
28238,50,45,pc
28239,50,39,pc
28240,50,33,pc
28241,50,23,pc
28242,50,34,pc
28243,50,27,pc
28244,50,31,pc
28245,50,38,pc
28246,50,35,pc
28247,50,44,pc
28248,50,40,pc
28249,47,50,user
28250,50,32,pc
28251,50,39,pc
28252,50,32,pc
28253,50,34,pc
28254,50,48,pc
28255,28,50,user
28256,50,39,pc
28257,50,35,pc
28258,50,32,pc
28259,50,34,pc
28260,50,28,pc
28261,50,38,pc
28262,50,24,pc
28263,50,20,pc
28264,50,37,pc
28265,34,50,user
28266,50,22,pc
28267,49,50,user
28268,50,21,pc
28269,50,31,pc
28270,44,50,user
28271,50,35,pc
28272,50,34,pc
28273,50,34,pc
28274,40,50,user
28275,48,50,user
28276,50,38,pc
28277,50,30,pc
28278,50,40,pc
28279,50,35,pc
28280,50,34,pc
28281,50,1,pc
28282,40,50,user
28283,50,36,pc
28284,50,40,pc
28285,50,26,pc
28286,50,22,pc
28287,50,39,pc
28288,50,12,pc
28289,50,43,pc
28290,50,26,pc
28291,50,10,pc
28292,50,39,pc
28293,50,22,pc
28294,46,50,user
28295,50,36,pc
28296,40,50,user
28297,50,12,pc
28298,43,50,user
28299,50,27,pc
28300,50,30,pc
28301,50,25,pc
28302,50,37,pc
28303,50,41,pc
28304,50,43,pc
28305,50,13,pc
28306,50,36,pc
28307,50,43,pc
28308,50,41,pc
28309,50,38,pc
28310,50,44,pc
28311,50,48,pc
28312,50,34,pc
28313,50,42,pc
28314,50,44,pc
28315,50,42,pc
28316,50,4,pc
28317,40,50,user
28318,50,49,pc
28319,45,50,user
28320,50,35,pc
28321,50,39,pc
28322,47,50,user
28323,50,45,pc
28324,50,48,pc
28325,43,50,user
28326,50,9,pc
28327,45,50,user
28328,50,25,pc
28329,50,41,pc
28330,45,50,user
28331,50,47,pc
28332,50,30,pc
28333,50,15,pc
28334,50,39,pc
28335,49,50,user
28336,50,43,pc
28337,50,41,pc
28338,50,44,pc
28339,50,49,pc
28340,50,32,pc
28341,49,50,user
28342,50,37,pc
28343,50,44,pc
28344,50,36,pc
28345,50,45,pc
28346,50,44,pc
28347,50,31,pc
28348,50,48,pc
28349,50,41,pc
28350,50,28,pc
28351,35,50,user
28352,50,30,pc
28353,50,39,pc
28354,38,50,user
28355,48,50,user
28356,50,44,pc
28357,37,50,user
28358,50,44,pc
28359,50,36,pc
28360,49,50,user
28361,50,46,pc
28362,50,23,pc
28363,36,50,user
28364,50,25,pc
28365,50,24,pc
28366,50,46,pc
28367,50,22,pc
28368,50,40,pc
28369,50,31,pc
28370,50,45,pc
28371,42,50,user
28372,50,24,pc
28373,50,34,pc
28374,50,34,pc
28375,50,38,pc
28376,50,47,pc
28377,50,28,pc
28378,50,36,pc
28379,50,39,pc
28380,36,50,user
28381,50,41,pc
28382,38,50,user
28383,42,50,user
28384,50,37,pc
28385,50,43,pc
28386,50,37,pc
28387,41,50,user
28388,50,32,pc
28389,50,29,pc
28390,41,50,user
28391,50,44,pc
28392,50,25,pc
28393,48,50,user
28394,38,50,user
28395,50,31,pc
28396,50,38,pc
28397,50,38,pc
28398,29,50,user
28399,50,45,pc
28400,50,27,pc
28401,47,50,user
28402,50,29,pc
28403,36,50,user
28404,49,50,user
28405,50,34,pc
28406,50,23,pc
28407,50,49,pc
28408,50,44,pc
28409,50,26,pc
28410,50,21,pc
28411,38,50,user
28412,50,40,pc
28413,50,31,pc
28414,50,41,pc
28415,50,19,pc
28416,47,50,user
28417,50,40,pc
28418,40,50,user
28419,50,31,pc
28420,49,50,user
28421,43,50,user
28422,35,50,user
28423,45,50,user
28424,50,33,pc
28425,50,38,pc
28426,46,50,user
28427,49,50,user
28428,50,38,pc
28429,50,47,pc
28430,50,33,pc
28431,50,42,pc
28432,50,13,pc
28433,49,50,user
28434,50,31,pc
28435,50,25,pc
28436,50,16,pc
28437,50,45,pc
28438,50,48,pc
28439,50,47,pc
28440,40,50,user
28441,50,29,pc
28442,50,41,pc
28443,50,38,pc
28444,50,46,pc
28445,50,40,pc
28446,50,45,pc
28447,44,50,user
28448,50,41,pc
28449,43,50,user
28450,50,29,pc
28451,50,45,pc
28452,50,23,pc
28453,50,39,pc
28454,39,50,user
28455,50,44,pc
28456,50,32,pc
28457,50,36,pc
28458,50,12,pc
28459,50,44,pc
28460,39,50,user
28461,46,50,user
28462,50,49,pc
28463,50,9,pc
28464,44,50,user
28465,50,45,pc
28466,50,46,pc
28467,50,48,pc
28468,50,22,pc
28469,50,43,pc
28470,50,43,pc
28471,50,33,pc
28472,50,39,pc
28473,50,26,pc
28474,50,39,pc
28475,50,31,pc
28476,50,9,pc
28477,50,34,pc
28478,50,36,pc
28479,50,47,pc
28480,50,43,pc
28481,44,50,user
28482,50,20,pc
28483,50,43,pc
28484,50,44,pc
28485,50,42,pc
28486,50,39,pc
28487,41,50,user
28488,46,50,user
28489,50,42,pc
28490,50,33,pc
28491,29,50,user
28492,50,40,pc
28493,50,10,pc
28494,50,43,pc
28495,50,14,pc
28496,49,50,user
28497,50,32,pc
28498,50,40,pc
28499,50,38,pc
28500,50,37,pc
28501,33,50,user
28502,37,50,user
28503,50,40,pc
28504,29,50,user
28505,50,15,pc
28506,49,50,user
28507,50,8,pc
28508,50,12,pc
28509,43,50,user
28510,50,19,pc
28511,50,39,pc
28512,50,38,pc
28513,50,48,pc
28514,41,50,user
28515,48,50,user
28516,39,50,user
28517,50,40,pc
28518,44,50,user
28519,50,16,pc
28520,36,50,user
28521,47,50,user
28522,50,33,pc
28523,48,50,user
28524,50,42,pc
28525,50,47,pc
28526,50,29,pc
28527,50,32,pc
28528,39,50,user
28529,50,38,pc
28530,47,50,user
28531,49,50,user
28532,50,39,pc
28533,49,50,user
28534,50,38,pc
28535,50,24,pc
28536,50,47,pc
28537,50,41,pc
28538,45,50,user
28539,50,38,pc
28540,44,50,user
28541,50,43,pc
28542,50,29,pc
28543,50,39,pc
28544,50,37,pc
28545,50,33,pc
28546,50,45,pc
28547,50,48,pc
28548,50,31,pc
28549,50,11,pc
28550,50,27,pc
28551,50,22,pc
28552,50,41,pc
28553,50,24,pc
28554,50,31,pc
28555,50,36,pc
28556,50,37,pc
28557,50,27,pc
28558,44,50,user
28559,50,28,pc
28560,50,29,pc
28561,50,49,pc
28562,50,24,pc
28563,50,28,pc
28564,50,45,pc
28565,50,21,pc
28566,50,32,pc
28567,50,42,pc
28568,50,35,pc
28569,50,34,pc
28570,42,50,user
28571,50,19,pc
28572,45,50,user
28573,50,29,pc
28574,50,30,pc
28575,50,48,pc
28576,50,31,pc
28577,50,39,pc
28578,40,50,user
28579,45,50,user
28580,50,39,pc
28581,42,50,user
28582,50,49,pc
28583,50,47,pc
28584,50,32,pc
28585,50,48,pc
28586,50,47,pc
28587,50,23,pc
28588,44,50,user
28589,50,47,pc
28590,50,34,pc
28591,50,45,pc
28592,50,36,pc
28593,50,31,pc
28594,50,48,pc
28595,41,50,user
28596,50,29,pc
28597,50,45,pc
28598,50,41,pc
28599,50,45,pc
28600,50,31,pc
28601,50,20,pc
28602,50,40,pc
28603,50,42,pc
28604,50,28,pc
28605,50,28,pc
28606,33,50,user
28607,48,50,user
28608,50,33,pc
28609,50,32,pc
28610,50,32,pc
28611,50,41,pc
28612,50,29,pc
28613,50,40,pc
28614,50,41,pc
28615,50,45,pc
28616,43,50,user
28617,50,33,pc
28618,50,5,pc
28619,50,48,pc
28620,46,50,user
28621,50,32,pc
28622,50,38,pc
28623,50,42,pc
28624,50,48,pc
28625,50,31,pc
28626,50,25,pc
28627,50,31,pc
28628,50,26,pc
28629,50,35,pc
28630,47,50,user
28631,49,50,user
28632,46,50,user
28633,50,35,pc
28634,50,47,pc
28635,49,50,user
28636,50,21,pc
28637,50,40,pc
28638,50,32,pc
28639,44,50,user
28640,50,42,pc
28641,50,37,pc
28642,36,50,user
28643,50,47,pc
28644,34,50,user
28645,50,35,pc
28646,50,38,pc
28647,50,4,pc
28648,50,47,pc
28649,50,31,pc
28650,50,1,pc
28651,50,44,pc
28652,50,45,pc
28653,45,50,user
28654,50,23,pc
28655,50,46,pc
28656,50,44,pc
28657,50,45,pc
28658,44,50,user
28659,36,50,user
28660,50,26,pc
28661,50,48,pc
28662,50,34,pc
28663,50,33,pc
28664,45,50,user
28665,50,38,pc
28666,38,50,user
28667,50,39,pc
28668,50,48,pc
28669,37,50,user
28670,50,39,pc
28671,50,34,pc
28672,50,17,pc
28673,49,50,user
28674,35,50,user
28675,42,50,user
28676,50,21,pc
28677,50,39,pc
28678,50,30,pc
28679,50,25,pc
28680,50,29,pc
28681,50,41,pc
28682,50,42,pc
28683,50,49,pc
28684,50,46,pc
28685,50,44,pc
28686,50,25,pc
28687,44,50,user
28688,50,45,pc
28689,50,40,pc
28690,50,48,pc
28691,50,29,pc
28692,50,25,pc
28693,38,50,user
28694,39,50,user
28695,50,49,pc
28696,46,50,user
28697,50,43,pc
28698,50,35,pc
28699,50,46,pc
28700,50,45,pc
28701,44,50,user
28702,50,28,pc
28703,37,50,user
28704,49,50,user
28705,50,43,pc
28706,50,28,pc
28707,50,30,pc
28708,50,44,pc
28709,38,50,user
28710,48,50,user
28711,50,42,pc
28712,50,27,pc
28713,50,26,pc
28714,50,26,pc
28715,44,50,user
28716,50,18,pc
28717,50,42,pc
28718,50,28,pc
28719,50,49,pc
28720,50,42,pc
28721,50,30,pc
28722,37,50,user
28723,50,18,pc
28724,50,49,pc
28725,50,39,pc
28726,50,9,pc
28727,50,33,pc
28728,50,25,pc
28729,47,50,user
28730,50,44,pc
28731,50,39,pc
28732,50,40,pc
28733,50,49,pc
28734,50,38,pc
28735,50,34,pc
28736,50,23,pc
28737,50,35,pc
28738,50,34,pc
28739,47,50,user
28740,50,33,pc
28741,50,43,pc
28742,50,34,pc
28743,50,49,pc
28744,50,38,pc
28745,50,35,pc
28746,50,33,pc
28747,50,38,pc
28748,50,39,pc
28749,50,23,pc
28750,40,50,user
28751,50,18,pc
28752,50,29,pc
28753,46,50,user
28754,50,34,pc
28755,50,48,pc
28756,50,12,pc
28757,50,39,pc
28758,50,25,pc
28759,50,48,pc
28760,50,37,pc
28761,36,50,user
28762,47,50,user
28763,48,50,user
28764,45,50,user
28765,50,15,pc
28766,50,30,pc
28767,50,15,pc
28768,50,14,pc
28769,50,40,pc
28770,50,30,pc
28771,50,30,pc
28772,50,49,pc
28773,50,48,pc
28774,50,29,pc
28775,50,47,pc
28776,50,35,pc
28777,50,35,pc
28778,50,33,pc
28779,50,48,pc
28780,32,50,user
28781,50,43,pc
28782,50,32,pc
28783,50,47,pc
28784,50,41,pc
28785,50,2,pc
28786,49,50,user
28787,50,34,pc
28788,49,50,user
28789,37,50,user
28790,50,42,pc
28791,50,14,pc
28792,50,16,pc
28793,50,38,pc
28794,50,8,pc
28795,50,16,pc
28796,50,44,pc
28797,50,49,pc
28798,48,50,user
28799,50,43,pc
28800,50,44,pc
28801,50,49,pc
28802,50,27,pc
28803,50,21,pc
28804,43,50,user
28805,44,50,user
28806,50,25,pc
28807,48,50,user
28808,50,16,pc
28809,50,47,pc
28810,50,38,pc
28811,50,35,pc
28812,50,24,pc
28813,50,7,pc
28814,50,47,pc
28815,39,50,user
28816,50,49,pc
28817,50,31,pc
28818,50,42,pc
28819,45,50,user
28820,50,38,pc
28821,50,44,pc
28822,41,50,user
28823,50,36,pc
28824,50,28,pc
28825,50,45,pc
28826,40,50,user
28827,50,41,pc
28828,50,45,pc
28829,50,42,pc
28830,50,47,pc
28831,50,30,pc
28832,50,43,pc
28833,50,39,pc
28834,50,37,pc
28835,50,20,pc
28836,50,45,pc
28837,50,40,pc
28838,50,46,pc
28839,50,36,pc
28840,50,41,pc
28841,50,32,pc
28842,50,37,pc
28843,48,50,user
28844,50,39,pc
28845,50,40,pc
28846,50,33,pc
28847,43,50,user
28848,50,33,pc
28849,50,24,pc
28850,50,43,pc
28851,39,50,user
28852,50,48,pc
28853,50,22,pc
28854,50,28,pc
28855,50,31,pc
28856,50,37,pc
28857,50,37,pc
28858,36,50,user
28859,50,40,pc
28860,50,30,pc
28861,36,50,user
28862,50,39,pc
28863,36,50,user
28864,50,30,pc
28865,50,43,pc
28866,44,50,user
28867,50,35,pc
28868,50,36,pc
28869,42,50,user
28870,50,43,pc
28871,50,49,pc
28872,50,33,pc
28873,50,43,pc
28874,50,41,pc
28875,50,30,pc
28876,50,16,pc
28877,50,41,pc
28878,50,45,pc
28879,36,50,user
28880,50,49,pc
28881,48,50,user
28882,43,50,user
28883,50,46,pc
28884,50,35,pc
28885,50,22,pc
28886,43,50,user
28887,50,43,pc
28888,50,43,pc
28889,40,50,user
28890,50,38,pc
28891,44,50,user
28892,47,50,user
28893,50,43,pc
28894,50,48,pc
28895,49,50,user
28896,50,30,pc
28897,50,45,pc
28898,50,12,pc
28899,50,23,pc
28900,50,33,pc
28901,50,45,pc
28902,50,45,pc
28903,50,42,pc
28904,50,16,pc
28905,46,50,user
28906,50,42,pc
28907,50,42,pc
28908,50,47,pc
28909,50,46,pc
28910,49,50,user
28911,43,50,user
28912,31,50,user
28913,50,48,pc
28914,50,24,pc
28915,50,42,pc
28916,50,49,pc
28917,50,49,pc
28918,50,43,pc
28919,50,40,pc
28920,42,50,user
28921,50,44,pc
28922,50,40,pc
28923,50,46,pc
28924,50,47,pc
28925,50,26,pc
28926,50,14,pc
28927,49,50,user
28928,50,32,pc
28929,50,26,pc
28930,50,42,pc
28931,50,36,pc
28932,50,39,pc
28933,50,36,pc
28934,50,10,pc
28935,46,50,user
28936,50,22,pc
28937,50,42,pc
28938,41,50,user
28939,42,50,user
28940,50,34,pc
28941,50,24,pc
28942,45,50,user
28943,45,50,user
28944,45,50,user
28945,47,50,user
28946,50,37,pc
28947,40,50,user
28948,50,21,pc
28949,50,29,pc
28950,49,50,user
28951,46,50,user
28952,50,23,pc
28953,50,41,pc
28954,50,30,pc
28955,50,38,pc
28956,50,42,pc
28957,50,34,pc
28958,50,32,pc
28959,50,40,pc
28960,50,28,pc
28961,35,50,user
28962,50,31,pc
28963,40,50,user
28964,50,29,pc
28965,50,35,pc
28966,40,50,user
28967,50,39,pc
28968,50,47,pc
28969,44,50,user
28970,50,41,pc
28971,50,40,pc
28972,35,50,user
28973,50,36,pc
28974,50,46,pc
28975,33,50,user
28976,50,49,pc
28977,50,32,pc
28978,45,50,user
28979,50,41,pc
28980,32,50,user
28981,50,40,pc
28982,37,50,user
28983,50,47,pc
28984,50,49,pc
28985,50,37,pc
28986,50,42,pc
28987,50,22,pc
28988,48,50,user
28989,50,39,pc
28990,50,20,pc
28991,50,16,pc
28992,50,12,pc
28993,50,48,pc
28994,50,41,pc
28995,50,48,pc
28996,50,48,pc
28997,49,50,user
28998,50,48,pc
28999,50,42,pc
29000,50,18,pc
29001,45,50,user
29002,40,50,user
29003,50,31,pc
29004,50,49,pc
29005,50,32,pc
29006,50,14,pc
29007,50,16,pc
29008,50,17,pc
29009,50,44,pc
29010,50,12,pc
29011,49,50,user
29012,50,49,pc
29013,42,50,user
29014,50,41,pc
29015,36,50,user
29016,47,50,user
29017,46,50,user
29018,50,10,pc
29019,45,50,user
29020,42,50,user
29021,50,18,pc
29022,50,44,pc
29023,50,26,pc
29024,50,47,pc
29025,50,42,pc
29026,50,16,pc
29027,50,34,pc
29028,50,38,pc
29029,50,44,pc
29030,50,49,pc
29031,48,50,user
29032,50,47,pc
29033,50,29,pc
29034,50,40,pc
29035,50,34,pc
29036,46,50,user
29037,50,25,pc
29038,50,33,pc
29039,39,50,user
29040,50,13,pc
29041,43,50,user
29042,46,50,user
29043,50,38,pc
29044,50,23,pc
29045,50,42,pc
29046,50,28,pc
29047,50,30,pc
29048,50,41,pc
29049,50,24,pc
29050,50,6,pc
29051,50,45,pc
29052,50,11,pc
29053,50,24,pc
29054,50,40,pc
29055,50,44,pc
29056,50,34,pc
29057,50,45,pc
29058,50,29,pc
29059,50,22,pc
29060,50,40,pc
29061,48,50,user
29062,50,45,pc
29063,50,35,pc
29064,50,25,pc
29065,50,31,pc
29066,50,41,pc
29067,39,50,user
29068,50,3,pc
29069,50,46,pc
29070,44,50,user
29071,50,34,pc
29072,50,32,pc
29073,50,45,pc
29074,50,45,pc
29075,50,40,pc
29076,50,42,pc
29077,50,46,pc
29078,50,22,pc
29079,50,40,pc
29080,50,17,pc
29081,50,39,pc
29082,50,39,pc
29083,50,44,pc
29084,44,50,user
29085,50,28,pc
29086,50,40,pc
29087,50,39,pc
29088,50,41,pc
29089,45,50,user
29090,50,44,pc
29091,50,42,pc
29092,50,38,pc
29093,50,31,pc
29094,44,50,user
29095,50,47,pc
29096,50,20,pc
29097,42,50,user
29098,50,46,pc
29099,50,32,pc
29100,50,49,pc
29101,50,47,pc
29102,50,20,pc
29103,47,50,user
29104,50,46,pc
29105,44,50,user
29106,30,50,user
29107,50,24,pc
29108,50,32,pc
29109,50,24,pc
29110,50,45,pc
29111,43,50,user
29112,50,48,pc
29113,50,29,pc
29114,48,50,user
29115,50,33,pc
29116,49,50,user
29117,50,23,pc
29118,50,46,pc
29119,50,40,pc
29120,50,39,pc
29121,34,50,user
29122,50,4,pc
29123,50,47,pc
29124,50,49,pc
29125,50,37,pc
29126,36,50,user
29127,41,50,user
29128,44,50,user
29129,50,41,pc
29130,49,50,user
29131,50,18,pc
29132,50,44,pc
29133,50,24,pc
29134,50,46,pc
29135,50,44,pc
29136,50,46,pc
29137,50,26,pc
29138,50,47,pc
29139,50,30,pc
29140,50,33,pc
29141,50,39,pc
29142,50,47,pc
29143,50,41,pc
29144,50,33,pc
29145,50,20,pc
29146,50,44,pc
29147,50,43,pc
29148,50,29,pc
29149,50,23,pc
29150,42,50,user
29151,47,50,user
29152,50,39,pc
29153,42,50,user
29154,50,47,pc
29155,50,39,pc
29156,50,45,pc
29157,50,32,pc
29158,50,41,pc
29159,42,50,user
29160,44,50,user
29161,50,49,pc
29162,50,43,pc
29163,50,33,pc
29164,50,48,pc
29165,50,43,pc
29166,50,30,pc
29167,50,23,pc
29168,50,29,pc
29169,41,50,user
29170,50,44,pc
29171,49,50,user
29172,50,38,pc
29173,29,50,user
29174,50,39,pc
29175,50,43,pc
29176,50,22,pc
29177,50,47,pc
29178,50,32,pc
29179,50,49,pc
29180,50,35,pc
29181,50,47,pc
29182,50,2,pc
29183,50,13,pc
29184,50,19,pc
29185,50,47,pc
29186,50,34,pc
29187,50,41,pc
29188,50,44,pc
29189,50,40,pc
29190,50,39,pc
29191,50,41,pc
29192,45,50,user
29193,44,50,user
29194,50,34,pc
29195,50,43,pc
29196,50,46,pc
29197,50,41,pc
29198,50,43,pc
29199,50,37,pc
29200,43,50,user
29201,50,29,pc
29202,42,50,user
29203,50,49,pc
29204,47,50,user
29205,50,32,pc
29206,44,50,user
29207,50,36,pc
29208,35,50,user
29209,50,24,pc
29210,50,49,pc
29211,50,44,pc
29212,50,46,pc
29213,46,50,user
29214,50,38,pc
29215,50,44,pc
29216,50,45,pc
29217,50,38,pc
29218,50,36,pc
29219,50,37,pc
29220,50,43,pc
29221,50,36,pc
29222,50,38,pc
29223,32,50,user
29224,42,50,user
29225,50,25,pc
29226,50,24,pc
29227,46,50,user
29228,50,40,pc
29229,40,50,user
29230,50,46,pc
29231,50,24,pc
29232,50,28,pc
29233,50,28,pc
29234,50,39,pc
29235,50,42,pc
29236,39,50,user
29237,32,50,user
29238,50,37,pc
29239,50,37,pc
29240,50,19,pc
29241,50,46,pc
29242,50,30,pc
29243,50,37,pc
29244,50,34,pc
29245,49,50,user
29246,50,42,pc
29247,50,27,pc
29248,50,39,pc
29249,50,40,pc
29250,50,19,pc
29251,50,34,pc
29252,30,50,user
29253,47,50,user
29254,43,50,user
29255,50,33,pc
29256,49,50,user
29257,50,11,pc
29258,50,34,pc
29259,43,50,user
29260,50,43,pc
29261,35,50,user
29262,44,50,user
29263,50,39,pc
29264,50,29,pc
29265,40,50,user
29266,48,50,user
29267,50,29,pc
29268,50,5,pc
29269,50,38,pc
29270,50,39,pc
29271,39,50,user
29272,49,50,user
29273,50,37,pc
29274,50,43,pc
29275,50,45,pc
29276,48,50,user
29277,48,50,user
29278,50,40,pc
29279,47,50,user
29280,50,36,pc
29281,31,50,user
29282,50,16,pc
29283,50,31,pc
29284,50,40,pc
29285,37,50,user
29286,48,50,user
29287,50,45,pc
29288,50,39,pc
29289,50,41,pc
29290,47,50,user
29291,50,26,pc
29292,50,45,pc
29293,45,50,user
29294,50,44,pc
29295,50,45,pc
29296,50,34,pc
29297,50,42,pc
29298,50,45,pc
29299,50,24,pc
29300,50,48,pc
29301,50,33,pc
29302,50,45,pc
29303,41,50,user
29304,48,50,user
29305,50,44,pc
29306,47,50,user
29307,48,50,user
29308,50,21,pc
29309,37,50,user
29310,50,21,pc
29311,50,45,pc
29312,43,50,user
29313,50,37,pc
29314,50,39,pc
29315,50,29,pc
29316,50,40,pc
29317,50,43,pc
29318,50,7,pc
29319,50,22,pc
29320,50,45,pc
29321,50,35,pc
29322,49,50,user
29323,50,49,pc
29324,50,32,pc
29325,50,30,pc
29326,50,37,pc
29327,50,48,pc
29328,50,31,pc
29329,48,50,user
29330,50,32,pc
29331,50,25,pc
29332,50,28,pc
29333,50,39,pc
29334,50,39,pc
29335,50,26,pc
29336,50,25,pc
29337,50,12,pc
29338,50,34,pc
29339,50,40,pc
29340,50,24,pc
29341,50,40,pc
29342,50,28,pc
29343,50,49,pc
29344,50,34,pc
29345,50,39,pc
29346,50,21,pc
29347,50,48,pc
29348,50,42,pc
29349,45,50,user
29350,50,47,pc
29351,50,10,pc
29352,50,27,pc
29353,50,37,pc
29354,50,46,pc
29355,50,34,pc
29356,50,37,pc
29357,50,40,pc
29358,45,50,user
29359,50,49,pc
29360,50,48,pc
29361,28,50,user
29362,50,36,pc
29363,40,50,user
29364,50,32,pc
29365,35,50,user
29366,50,13,pc
29367,50,47,pc
29368,50,46,pc
29369,48,50,user
29370,50,20,pc
29371,50,38,pc
29372,46,50,user
29373,50,10,pc
29374,50,34,pc
29375,50,29,pc
29376,41,50,user
29377,50,36,pc
29378,47,50,user
29379,50,40,pc
29380,49,50,user
29381,50,45,pc
29382,50,40,pc
29383,50,49,pc
29384,50,19,pc
29385,50,34,pc
29386,50,29,pc
29387,49,50,user
29388,46,50,user
29389,50,27,pc
29390,37,50,user
29391,50,20,pc
29392,50,42,pc
29393,36,50,user
29394,50,48,pc
29395,50,36,pc
29396,43,50,user
29397,50,40,pc
29398,48,50,user
29399,50,44,pc
29400,50,34,pc
29401,50,40,pc
29402,50,32,pc
29403,50,35,pc
29404,46,50,user
29405,50,39,pc
29406,50,24,pc
29407,36,50,user
29408,50,48,pc
29409,50,39,pc
29410,50,47,pc
29411,50,41,pc
29412,48,50,user
29413,46,50,user
29414,27,50,user
29415,50,27,pc
29416,50,25,pc
29417,50,33,pc
29418,48,50,user
29419,50,34,pc
29420,50,45,pc
29421,50,18,pc
29422,50,30,pc
29423,50,35,pc
