acceptability_1;confidence_1;distress_1;acceptability_2;confidence_2;distress_2;acceptability_3;confidence_3;distress_3;acceptability_4;confidence_4;distress_4;acceptability_5;confidence_5;distress_5;acceptability_6;confidence_6;distress_6;acceptability_7;confidence_7;distress_7;scenarios_order;condition;1_oxford_1;1_oxford_2;1_oxford_3;1_oxford_4;1_oxford_5;1_oxford_6;1_oxford_7;1_oxford_8;1_oxford_9;oxford_order;age;gender;country;covid;openness;conscientiousness;extraversion;agreeableness;neuroticism;timestamp
86;85;86;12;82;25;76;76;78;29;50;68;87;88;22;89;89;100;-999;-999;-999;435216;4;6;6;6;6;6;5;1;2;3;487325619;55;2;11;3;;;;;;13/05/2020 19:12
100;100;79;100;100;15;100;100;33;100;100;100;27;36;100;100;100;24;-999;-999;-999;652314;2;5;5;6;2;2;6;5;5;5;126785943;26;1;11;-999;47;33;28;34;17;13/05/2020 19:13
82;100;92;100;100;0;79;100;56;76;100;100;100;99;100;100;100;0;-999;-999;-999;634215;2;1;6;7;1;1;1;7;1;7;318475269;21;2;11;-999;;;;;;13/05/2020 19:21
22;47;81;75;71;38;79;59;36;32;67;33;19;69;33;58;76;63;-999;-999;-999;651432;2;6;4;7;3;3;5;6;1;3;362849715;50;1;11;2;;;;;;13/05/2020 19:22
95;100;100;0;100;0;100;100;0;100;100;0;0;100;0;-999;-999;-999;100;100;100;123457;3;5;5;4;7;5;5;5;5;5;971842635;60;1;11;-999;;;;;;13/05/2020 19:22
0;100;0;0;99;0;100;100;0;100;100;17;100;100;0;-999;-999;-999;0;70;53;753241;1;1;3;7;5;2;1;4;4;1;834716925;40;2;11;-999;;;;;;13/05/2020 19:23
73;73;100;72;71;70;71;71;69;30;70;70;24;60;71;-999;-999;-999;0;70;100;715423;1;3;3;3;6;2;3;3;3;3;248175396;34;1;11;-999;;;;;;13/05/2020 19:26
18;85;65;63;55;100;18;75;75;79;43;89;12;100;57;63;0;100;-999;-999;-999;431526;4;1;1;4;1;3;3;2;4;1;579614283;22;2;11;-999;29;26;20;31;12;13/05/2020 19:27
2;100;76;67;41;65;100;100;32;20;67;69;68;72;72;70;36;100;-999;-999;-999;531246;4;5;2;3;5;3;3;4;1;4;765381924;21;1;11;-999;;;;;;13/05/2020 19:32
96;100;0;79;78;12;0;100;0;100;100;100;100;100;0;-999;-999;-999;0;100;0;215347;3;1;5;3;4;5;5;6;5;5;879345612;34;2;11;3;;;;;;13/05/2020 19:34
65;85;11;15;100;0;0;100;68;25;75;75;49;100;0;-999;-999;-999;0;100;0;742531;1;1;1;4;1;1;1;1;7;4;358729614;19;2;11;-999;;;;;;13/05/2020 19:36
17;71;100;85;40;21;100;74;100;73;69;100;100;100;100;-999;-999;-999;0;26;100;753412;1;2;4;4;2;3;4;3;1;5;657198432;24;1;11;3;;;;;;13/05/2020 19:44
27;99;0;0;100;0;0;100;0;0;99;0;1;100;0;1;100;100;-999;-999;-999;543126;4;5;7;7;1;7;1;1;1;1;786941523;61;2;11;-999;;;;;;13/05/2020 19:48
85;85;95;60;72;67;99;100;76;71;77;90;68;76;74;-999;-999;-999;29;86;100;713452;1;4;4;7;5;6;6;4;5;5;236541789;23;1;11;-999;;;;;;13/05/2020 19:48
18;79;100;19;81;26;100;100;76;100;82;100;0;81;80;-999;-999;-999;0;86;86;743125;1;6;2;4;6;7;2;5;5;1;342975816;24;2;56;3;;;;;;13/05/2020 19:51
0;100;22;4;100;15;18;95;24;100;28;100;25;53;61;100;0;100;-999;-999;-999;615423;2;4;4;6;6;7;3;4;7;6;512364789;22;2;11;-999;;;;;;13/05/2020 19:54
84;95;67;13;99;75;59;90;68;18;65;78;16;90;62;-999;-999;-999;100;88;56;741352;1;2;4;7;2;2;5;2;5;6;893145726;21;1;11;-999;16;18;14;30;31;13/05/2020 19:55
73;80;28;22;44;71;25;71;54;78;76;71;19;80;37;80;80;75;-999;-999;-999;341256;4;5;4;1;5;6;5;3;1;5;682341597;42;2;56;3;;;;;;13/05/2020 19:55
0;85;50;66;49;55;83;85;74;100;83;100;100;91;64;57;16;100;-999;-999;-999;432516;4;2;5;5;6;4;1;2;1;3;315829467;21;1;11;-999;33;41;24;31;27;13/05/2020 19:58
1;100;100;100;0;100;100;100;100;100;100;100;100;100;100;-999;-999;-999;6;100;100;742153;1;4;4;4;6;4;1;1;1;1;421695783;27;1;11;-999;;;;;;13/05/2020 20:01
43;27;73;72;44;80;58;47;58;0;98;3;24;71;64;17;18;87;-999;-999;-999;152346;4;2;5;4;1;3;2;2;2;2;153698742;35;1;11;-999;;;;;;13/05/2020 20:06
0;100;49;100;59;45;100;100;0;65;35;100;100;100;61;100;33;100;-999;-999;-999;452136;4;4;1;5;6;4;1;1;1;4;413258697;19;1;11;-999;;;;;;13/05/2020 20:09
67;52;100;89;87;75;19;76;77;23;67;73;72;73;100;-999;-999;-999;0;73;100;731425;1;1;2;6;5;3;2;2;1;1;198536472;19;1;11;-999;;;;;;13/05/2020 20:14
68;66;100;100;69;79;22;61;77;76;37;75;0;81;36;-999;-999;-999;0;64;100;735142;1;4;1;2;1;4;5;3;6;6;675321849;20;1;11;-999;29;36;24;32;25;13/05/2020 20:15
0;100;100;100;77;47;49;28;100;81;50;50;0;100;0;100;59;100;-999;-999;-999;625341;2;1;5;7;2;3;5;6;7;3;671892543;23;1;11;-999;45;34;37;27;19;13/05/2020 20:18
4;99;0;10;85;22;25;29;74;28;74;25;18;32;61;-999;-999;-999;0;32;68;741325;1;3;5;4;6;3;2;1;2;5;542371968;26;1;11;3;35;35;28;36;18;13/05/2020 20:18
0;100;53;91;82;80;96;84;67;81;46;100;3;25;100;-999;-999;-999;8;48;98;745321;1;4;5;4;2;6;5;3;5;3;168792534;59;2;11;-999;33;34;27;32;25;13/05/2020 20:21
0;100;100;100;100;0;100;100;0;100;100;0;20;91;13;100;100;77;-999;-999;-999;513426;4;1;1;1;1;2;4;1;1;4;967531428;43;2;11;-999;;;;;;13/05/2020 20:35
0;100;100;0;100;0;100;100;100;100;100;30;0;100;98;-999;-999;-999;100;49;100;724135;1;5;7;7;7;7;5;1;5;6;832954176;18;1;11;-999;25;41;34;43;29;13/05/2020 20:36
0;100;0;0;100;0;100;100;1;100;100;8;100;100;0;26;77;0;-999;-999;-999;243516;4;1;7;7;7;7;1;1;1;1;426175983;73;2;11;1;;;;;;13/05/2020 20:36
73;35;100;32;39;99;72;59;100;74;38;100;29;38;99;-999;-999;-999;16;67;100;542137;3;6;4;6;6;5;2;4;2;2;968314752;33;1;11;-999;35;31;20;33;27;13/05/2020 20:36
40;60;59;65;57;44;56;60;39;36;54;71;100;100;100;-999;-999;-999;37;44;77;253417;3;4;4;3;4;5;3;2;2;3;173589264;18;1;11;-999;;;;;;13/05/2020 20:37
1;100;1;76;63;39;100;100;63;60;42;100;2;100;1;-999;-999;-999;1;100;100;352417;3;4;4;7;5;4;1;5;4;1;481975623;29;1;11;-999;;;;;;13/05/2020 20:49
0;74;100;88;38;82;82;84;100;100;100;100;8;79;100;52;0;97;-999;-999;-999;154326;4;1;6;6;7;7;1;6;7;1;951274386;51;2;11;2;;;;;;13/05/2020 20:53
2;100;100;0;100;100;100;100;0;100;100;21;100;77;94;100;70;100;-999;-999;-999;432516;4;6;7;7;7;6;5;1;4;2;451392687;29;1;11;3;;;;;;13/05/2020 20:58
41;18;100;21;61;21;100;100;0;84;79;85;64;46;100;-999;-999;-999;39;33;100;435127;3;3;5;5;3;7;5;1;3;6;265938417;23;1;11;-999;44;34;28;36;30;13/05/2020 21:13
19;78;77;25;82;82;83;83;85;64;62;98;21;83;86;-999;-999;-999;56;32;94;125347;3;3;3;5;5;5;5;3;5;5;692817453;20;1;11;-999;;;;;;13/05/2020 21:20
68;26;99;0;79;28;100;36;47;70;28;100;0;48;66;-999;-999;-999;0;35;100;724513;1;2;5;7;6;6;2;7;3;5;749528631;43;1;11;2;44;22;25;32;19;13/05/2020 21:22
13;55;100;0;87;0;49;100;20;100;100;65;17;60;39;-999;-999;-999;0;100;100;415327;3;3;4;1;5;1;1;3;1;2;482936175;20;1;11;3;;;;;;13/05/2020 21:24
84;86;77;10;38;65;91;99;3;78;79;21;0;94;0;-999;-999;-999;8;71;100;745213;1;3;2;3;3;5;2;2;2;1;768549312;53;1;11;-999;40;41;29;37;14;13/05/2020 21:28
89;35;100;0;72;100;99;100;100;77;26;100;3;66;98;100;22;94;-999;-999;-999;534126;4;7;6;2;5;7;1;6;4;1;426837195;20;1;11;-999;;;;;;13/05/2020 21:33
23;50;100;100;100;0;24;25;100;0;0;100;0;100;0;-999;-999;-999;0;100;63;735124;1;4;1;5;4;1;6;5;4;5;392865714;24;2;11;-999;31;26;31;26;29;13/05/2020 21:38
76;72;100;11;69;100;80;84;63;17;100;56;100;100;100;-999;-999;-999;0;70;100;134527;3;2;4;1;5;2;1;1;3;4;147925638;20;1;11;-999;;;;;;13/05/2020 21:44
100;100;22;6;86;1;100;93;2;100;88;17;100;97;7;-999;-999;-999;1;87;20;145327;3;3;5;6;4;6;2;5;2;2;394756281;37;2;11;-999;;;;;;13/05/2020 21:46
0;100;0;100;100;0;0;100;0;100;100;0;0;98;0;-999;-999;-999;0;100;0;715243;1;1;1;2;3;1;1;1;1;1;762498153;48;1;11;-999;;;;;;13/05/2020 21:48
0;71;100;0;100;56;100;100;0;100;100;100;23;72;16;72;31;100;-999;-999;-999;654132;2;4;6;6;5;5;4;4;3;4;586197432;23;1;11;-999;;;;;;13/05/2020 21:48
18;60;41;74;57;38;57;51;91;52;14;59;60;59;68;-999;-999;-999;19;61;71;342517;3;4;3;5;3;4;3;2;3;3;576349281;48;1;11;-999;;;;;;13/05/2020 21:50
100;100;100;65;53;100;99;85;97;100;87;96;0;90;96;-999;-999;-999;19;73;100;354127;3;3;7;7;6;3;5;5;6;5;824975361;23;1;11;-999;;;;;;13/05/2020 21:53
0;100;0;0;98;100;0;100;100;100;100;100;0;100;100;-999;-999;-999;0;100;100;243517;3;4;4;7;7;7;1;1;1;1;375618492;46;1;11;3;;;;;;13/05/2020 21:58
100;99;4;99;100;6;97;4;96;100;5;8;2;100;1;-999;-999;-999;7;95;7;543127;3;1;1;1;7;1;1;1;5;6;956214873;44;2;11;3;;;;;;13/05/2020 21:58
0;100;100;0;100;0;35;60;77;35;43;91;100;100;100;-999;-999;-999;0;76;100;732514;1;2;4;2;3;3;2;1;2;2;439621578;29;1;11;-999;41;30;25;39;24;13/05/2020 21:59
19;82;78;80;80;79;0;92;0;13;84;86;0;100;0;74;49;100;-999;-999;-999;621354;2;1;2;2;1;1;6;2;6;6;783962541;19;2;11;3;;;;;;13/05/2020 22:01
0;77;98;83;22;50;38;99;21;99;100;100;16;94;67;-999;-999;-999;11;68;100;713524;1;3;5;2;3;2;1;4;6;7;649257381;22;2;11;-999;38;34;20;31;19;13/05/2020 22:02
64;51;100;74;55;65;42;53;83;54;49;84;11;79;42;100;100;99;-999;-999;-999;645213;2;2;3;6;3;3;5;6;4;5;726319458;30;2;27;-999;;;;;;13/05/2020 22:05
100;100;67;32;71;100;100;100;28;0;100;66;0;100;100;-999;-999;-999;0;100;46;534127;3;1;4;2;2;7;2;5;7;6;672985413;21;3;11;-999;;;;;;13/05/2020 22:10
0;100;100;8;5;86;86;98;11;100;100;0;3;100;21;-999;-999;-999;0;100;100;715342;1;3;4;3;4;3;1;1;3;2;271549836;70;1;11;-999;;;;;;13/05/2020 22:23
53;36;100;42;59;100;67;67;100;68;65;100;62;37;100;59;65;100;-999;-999;-999;613254;2;4;6;6;7;7;6;5;5;4;746398251;19;1;11;2;;;;;;13/05/2020 22:25
0;100;100;0;100;43;100;100;0;0;38;75;0;86;100;-999;-999;-999;100;74;100;423157;3;7;7;7;6;6;6;4;6;5;371268945;20;1;11;3;;;;;;13/05/2020 22:36
100;83;35;88;77;76;23;76;64;99;100;100;38;38;98;81;16;25;-999;-999;-999;654132;2;3;6;5;5;5;5;2;4;2;894127536;42;4;11;2;;;;;;13/05/2020 22:40
17;64;100;80;92;41;85;72;100;100;100;100;84;55;100;-999;-999;-999;48;100;100;512437;3;3;5;6;4;6;1;3;3;4;385614792;21;1;11;-999;41;28;24;30;26;13/05/2020 22:40
99;100;0;0;76;0;70;58;100;88;31;100;100;82;100;76;36;100;-999;-999;-999;615234;2;1;1;7;3;4;1;4;4;1;257694138;23;1;11;-999;;;;;;13/05/2020 22:46
100;100;67;87;100;59;100;100;23;0;100;0;0;100;58;100;75;100;-999;-999;-999;625134;2;1;3;1;5;2;5;6;6;4;712364859;20;1;11;-999;31;29;30;31;30;13/05/2020 22:46
80;75;100;7;62;62;100;72;75;28;55;76;25;66;65;-999;-999;-999;74;49;100;721453;1;6;7;6;6;7;5;2;5;5;467198253;26;2;11;-999;35;24;26;33;31;13/05/2020 22:47
50;81;68;41;65;59;59;62;59;61;52;88;38;63;45;-999;-999;-999;50;83;64;432157;3;2;4;3;3;4;1;3;1;2;978136452;32;2;178;3;;;;;;13/05/2020 22:59
96;98;100;50;55;31;3;77;4;81;100;100;38;100;63;69;64;84;-999;-999;-999;134256;4;2;6;6;3;2;5;5;5;6;436957812;20;1;11;-999;25;38;31;33;31;13/05/2020 23:01
40;14;86;84;78;59;62;36;33;31;63;62;20;28;53;18;9;100;-999;-999;-999;214536;4;5;7;3;2;7;2;5;1;3;236197584;19;2;11;-999;;;;;;13/05/2020 23:06
82;68;100;34;61;62;100;100;100;100;57;100;29;52;87;-999;-999;-999;0;100;75;351427;3;6;5;7;5;6;5;6;5;5;134762598;33;1;11;-999;;;;;;13/05/2020 23:21
8;72;33;43;58;89;79;81;33;93;88;89;64;63;100;0;100;0;-999;-999;-999;245136;4;1;6;1;1;1;5;3;7;4;972165483;25;1;11;-999;31;25;15;27;34;13/05/2020 23:21
44;0;100;18;65;0;27;71;49;100;100;57;0;100;63;100;98;100;-999;-999;-999;632451;2;4;6;5;5;6;4;4;4;5;657312948;20;1;11;-999;;;;;;13/05/2020 23:22
0;67;100;23;80;0;100;100;0;73;74;23;100;100;0;0;78;100;-999;-999;-999;251436;4;4;5;2;5;7;3;6;2;1;196524387;55;1;11;-999;50;37;29;18;26;13/05/2020 23:22
62;41;100;100;100;0;39;75;79;21;70;0;73;64;95;-999;-999;-999;36;32;100;735124;1;4;4;2;5;5;5;2;5;4;674938215;47;2;11;-999;;;;;;13/05/2020 23:23
17;78;100;16;74;26;86;73;72;71;61;100;81;67;100;-999;-999;-999;50;47;100;135247;3;6;6;3;6;6;3;6;6;4;197436258;22;1;11;-999;24;37;15;31;34;13/05/2020 23:25
0;81;100;100;59;100;100;78;91;45;55;78;1;90;100;-999;-999;-999;0;71;100;741325;1;6;4;7;6;3;3;6;6;2;196487523;25;2;11;-999;;;;;;13/05/2020 23:32
16;36;76;84;73;46;70;42;87;0;84;2;0;74;31;-999;-999;-999;0;100;99;521437;3;2;5;3;4;1;2;3;5;3;927648351;28;2;11;-999;;;;;;13/05/2020 23:33
65;41;100;35;52;67;76;71;83;47;34;100;80;72;97;79;28;98;-999;-999;-999;431256;4;4;3;2;2;6;1;4;5;2;136849572;65;1;11;-999;;;;;;13/05/2020 23:37
1;82;99;99;80;100;100;100;100;98;76;98;1;54;76;23;5;100;-999;-999;-999;635421;2;5;3;3;5;3;3;3;3;4;621839457;58;1;11;-999;39;39;18;30;22;13/05/2020 23:37
27;83;98;77;69;50;88;83;83;68;95;61;64;73;61;67;68;63;-999;-999;-999;124536;4;1;6;1;7;6;1;4;1;1;981352746;45;1;27;-999;;;;;;13/05/2020 23:42
90;79;62;74;70;62;98;99;66;85;86;91;29;59;91;-999;-999;-999;32;39;100;541327;3;3;3;7;5;6;5;2;6;4;517936284;21;1;11;3;;;;;;13/05/2020 23:43
65;38;84;50;100;0;41;44;48;19;45;85;10;76;60;82;34;67;-999;-999;-999;615324;2;5;4;6;3;6;5;6;3;5;487295361;28;2;11;-999;44;21;16;29;18;13/05/2020 23:43
29;100;0;0;100;0;100;100;7;100;100;0;0;98;0;5;100;100;-999;-999;-999;154236;4;5;5;7;4;6;5;6;6;6;984512376;23;6;11;-999;;;;;;13/05/2020 23:44
41;38;98;21;28;99;100;100;80;62;43;100;41;36;97;77;82;100;-999;-999;-999;643152;2;5;5;3;6;5;5;4;5;4;486793512;22;1;11;-999;;;;;;13/05/2020 23:44
83;70;76;84;60;100;70;62;88;67;29;100;77;71;69;100;100;75;-999;-999;-999;632451;2;3;5;5;2;3;5;4;5;5;856743219;17;1;11;-999;;;;;;13/05/2020 23:45
0;100;0;78;76;100;38;62;19;0;100;0;44;25;43;51;81;100;-999;-999;-999;625431;2;5;1;5;6;5;1;6;1;6;326951874;19;2;11;2;;;;;;13/05/2020 23:46
81;28;76;78;98;59;1;99;0;85;57;100;67;80;56;-999;-999;-999;3;78;98;741523;1;4;6;7;6;7;2;4;5;5;265394187;21;1;11;-999;31;26;22;29;28;13/05/2020 23:47
0;71;100;22;68;31;100;100;0;79;64;100;85;77;100;-999;-999;-999;23;26;100;541237;3;6;6;5;7;6;3;5;2;4;516893724;27;1;11;-999;40;33;27;32;28;13/05/2020 23:49
0;100;100;0;100;0;100;100;100;100;100;100;100;100;0;-999;-999;-999;0;100;0;315427;3;4;5;7;1;4;1;4;1;4;541368792;38;2;11;-999;;;;;;13/05/2020 23:50
0;100;0;17;63;64;100;100;58;35;100;28;100;100;100;-999;-999;-999;0;50;100;754132;1;4;2;6;5;6;1;4;3;1;915278463;22;1;11;-999;33;40;28;30;28;13/05/2020 23:52
57;41;100;61;0;100;100;100;0;100;100;0;0;100;0;-999;-999;-999;0;100;57;735241;1;3;7;7;5;6;1;1;1;1;384975261;39;2;11;3;;;;;;13/05/2020 23:56
41;41;100;43;39;68;63;70;33;74;60;75;0;100;0;-999;-999;-999;31;33;100;734125;1;3;1;4;1;5;1;1;1;1;319564827;47;1;11;3;37;30;37;35;25;14/05/2020 00:00
100;100;100;100;100;100;2;100;100;100;100;2;100;100;16;-999;-999;-999;1;100;76;251437;3;1;1;1;1;3;1;7;1;1;192673854;42;1;11;-999;;;;;;14/05/2020 00:02
0;100;100;85;70;65;57;73;100;74;68;74;100;100;56;100;81;100;-999;-999;-999;452136;4;2;6;7;5;1;4;2;6;7;796215843;22;1;11;-999;;;;;;14/05/2020 00:03
100;31;100;0;77;100;100;100;100;0;65;100;100;100;100;100;60;100;-999;-999;-999;541326;4;2;5;7;1;1;2;1;2;2;327196548;17;1;11;-999;31;35;31;39;39;14/05/2020 00:15
49;76;100;72;70;100;26;100;100;100;87;72;76;65;78;-999;-999;-999;0;100;100;735241;1;2;3;4;1;7;5;1;4;1;596718342;17;2;11;-999;;;;;;14/05/2020 00:19
17;58;74;82;61;78;72;72;31;31;42;81;73;25;100;79;30;100;-999;-999;-999;415326;4;2;2;6;6;5;3;1;5;1;671345298;19;2;11;3;;;;;;14/05/2020 00:22
0;100;0;0;100;0;100;100;0;100;100;80;0;100;0;100;100;100;-999;-999;-999;623145;2;1;7;7;2;7;7;6;7;1;371625894;42;2;11;-999;;;;;;14/05/2020 00:23
36;62;87;75;69;81;24;74;38;70;40;84;77;68;62;68;39;100;-999;-999;-999;425316;4;4;5;3;3;4;5;6;2;3;312897645;22;1;11;-999;;;;;;14/05/2020 00:29
0;100;0;100;100;0;19;79;64;0;100;0;100;100;0;0;100;0;-999;-999;-999;351246;4;1;3;5;2;5;1;1;1;1;784562139;45;2;11;-999;;;;;;14/05/2020 00:32
86;100;80;96;97;79;74;100;14;83;100;21;0;100;0;100;100;12;-999;-999;-999;154326;4;5;3;2;2;7;6;7;5;6;723591468;40;2;11;2;;;;;;14/05/2020 00:37
8;100;12;5;100;8;98;100;12;97;100;8;7;100;7;13;85;99;-999;-999;-999;653142;2;3;3;4;5;3;3;1;1;1;456397218;60;2;11;-999;;;;;;14/05/2020 00:39
73;24;100;6;77;57;78;38;66;8;38;70;57;30;99;100;64;100;-999;-999;-999;624513;2;3;5;6;2;3;3;5;5;4;541397682;21;1;11;-999;41;27;35;35;27;14/05/2020 00:43
0;37;100;1;90;29;100;94;13;100;74;100;100;100;36;-999;-999;-999;0;76;100;712453;1;4;5;5;7;5;5;3;5;5;679418523;17;1;11;3;;;;;;14/05/2020 00:45
22;88;93;15;88;100;99;81;100;70;71;100;22;89;74;-999;-999;-999;0;40;98;751342;1;4;7;5;6;7;3;4;5;3;481362975;17;1;11;-999;36;37;26;30;38;14/05/2020 00:45
0;56;100;24;42;48;86;57;52;52;53;100;4;55;2;-999;-999;-999;5;51;100;742351;1;1;1;1;3;7;5;1;5;2;654273918;22;1;11;-999;28;29;39;26;36;14/05/2020 00:54
88;70;27;75;56;73;87;74;27;98;79;19;80;37;73;-999;-999;-999;30;85;91;732514;1;5;6;3;6;5;2;5;5;3;862549137;33;6;11;3;;;;;;14/05/2020 01:00
28;84;100;16;84;72;69;26;98;98;61;40;100;100;0;-999;-999;-999;77;1;100;451237;3;3;6;4;3;6;4;2;6;5;298134567;21;1;11;-999;;;;;;14/05/2020 01:03
0;100;78;27;68;76;77;67;100;100;100;68;100;100;100;85;31;100;-999;-999;-999;534216;4;1;2;6;6;4;1;2;1;1;754231689;28;1;11;-999;;;;;;14/05/2020 01:09
60;38;71;100;91;34;100;35;61;59;63;62;100;100;31;100;100;100;-999;-999;-999;632514;2;4;4;3;4;1;2;4;5;1;487123956;18;1;11;3;;;;;;14/05/2020 01:14
72;13;100;100;100;0;12;100;11;80;21;100;19;80;47;59;21;100;-999;-999;-999;532416;4;1;1;3;1;1;1;6;4;1;529781463;21;2;11;-999;;;;;;14/05/2020 01:14
0;100;100;100;100;100;100;100;30;100;100;100;0;100;100;-999;-999;-999;100;43;100;731425;1;7;6;7;4;4;4;4;5;7;364859712;17;1;11;3;;;;;;14/05/2020 01:16
100;100;100;100;98;3;100;98;0;100;100;100;100;100;0;-999;-999;-999;0;100;100;314257;3;7;7;7;7;7;1;1;1;1;931648257;38;1;11;3;;;;;;14/05/2020 01:28
76;51;100;50;50;58;91;100;51;100;100;67;58;71;67;62;72;100;-999;-999;-999;634125;2;6;2;5;6;4;2;1;2;2;831527964;18;1;11;-999;;;;;;14/05/2020 01:28
63;28;76;84;83;29;77;82;25;60;14;100;20;79;9;-999;-999;-999;57;27;100;752134;1;6;5;6;6;7;6;3;3;5;816549237;22;1;11;-999;;;;;;14/05/2020 01:46
68;37;100;35;33;33;75;73;98;100;100;0;23;68;36;-999;-999;-999;33;36;100;312547;3;3;2;6;4;4;4;5;5;5;638592741;23;1;11;-999;;;;;;14/05/2020 01:48
14;100;100;0;100;0;100;100;0;100;100;0;0;100;29;-999;-999;-999;25;27;100;753124;1;3;5;2;7;1;1;5;7;3;482937615;18;1;11;-999;;;;;;14/05/2020 02:01
67;67;100;100;89;28;68;68;37;0;76;77;54;46;55;-999;-999;-999;0;100;53;713524;1;1;1;1;1;3;1;4;1;1;849513267;23;1;11;-999;;;;;;14/05/2020 02:25
3;99;100;27;27;98;36;63;61;100;79;100;45;1;100;-999;-999;-999;3;21;100;245317;3;7;4;4;6;4;1;1;5;5;436257189;20;1;11;-999;;;;;;14/05/2020 03:13
62;20;77;100;100;75;21;99;74;100;96;99;100;28;100;-999;-999;-999;4;100;98;521437;3;2;2;7;3;5;1;1;1;2;125864973;29;1;11;-999;40;29;31;27;33;14/05/2020 05:29
18;82;100;88;79;100;86;64;100;85;70;99;27;25;100;54;0;100;-999;-999;-999;321546;4;7;4;7;1;6;3;6;3;6;437269581;40;1;11;-999;41;24;28;38;30;14/05/2020 08:01
99;77;99;99;99;76;99;97;60;100;100;99;22;100;79;-999;-999;-999;2;97;99;752134;1;7;1;4;4;1;4;1;1;1;192653748;33;1;11;2;;;;;;14/05/2020 08:08
22;78;100;79;78;80;53;54;76;84;100;90;0;100;2;13;29;100;-999;-999;-999;642315;2;2;2;2;3;3;2;3;6;6;421576839;46;1;11;3;;;;;;14/05/2020 08:10
72;39;100;29;43;42;32;60;91;53;43;100;59;12;81;55;15;100;-999;-999;-999;615234;2;6;5;7;5;6;1;5;1;2;931756824;34;2;236;-999;;;;;;14/05/2020 08:11
87;85;100;1;79;16;0;100;13;5;91;15;100;100;0;83;73;100;-999;-999;-999;612354;2;2;6;7;2;6;5;6;1;6;329578416;47;1;11;-999;;;;;;14/05/2020 08:30
100;67;100;31;34;86;100;100;77;100;100;96;100;100;100;100;46;100;-999;-999;-999;154236;4;1;6;7;5;1;1;3;2;3;926518734;18;1;11;-999;;;;;;14/05/2020 08:34
0;4;97;100;100;5;100;100;0;4;95;94;97;0;96;100;0;99;-999;-999;-999;632451;2;5;5;7;7;5;6;6;6;3;417362859;31;1;40;3;;;;;;14/05/2020 08:45
1;84;96;0;100;100;3;100;100;100;100;99;1;100;0;-999;-999;-999;2;97;95;753214;1;1;1;6;1;1;1;1;1;1;815473629;48;1;11;-999;;;;;;14/05/2020 08:52
62;64;87;65;75;36;71;65;34;81;77;25;17;72;76;-999;-999;-999;25;87;72;542317;3;7;4;2;4;7;1;1;2;7;156234897;42;2;11;-999;;;;;;14/05/2020 09:13
76;100;90;25;50;64;73;91;74;90;43;100;75;100;28;-999;-999;-999;0;64;100;415327;3;5;6;5;2;5;5;3;6;2;817345269;36;2;11;-999;29;28;18;36;16;14/05/2020 09:18
31;37;68;69;65;80;65;58;68;67;56;62;29;61;67;100;100;100;-999;-999;-999;614253;2;2;6;5;2;3;5;6;6;2;261845397;17;1;11;-999;;;;;;14/05/2020 09:19
35;100;0;0;73;0;75;86;0;100;100;2;24;69;61;20;67;61;-999;-999;-999;613542;2;1;2;4;3;3;1;4;1;3;875194326;45;1;11;-999;;;;;;14/05/2020 09:25
55;29;100;94;82;50;79;80;70;83;69;100;81;64;100;100;81;100;-999;-999;-999;652314;2;4;3;6;6;6;3;2;2;4;398412675;28;1;11;-999;;;;;;14/05/2020 09:25
0;100;48;0;100;23;0;100;27;100;100;60;0;100;0;-999;-999;-999;0;100;100;714253;1;1;4;7;4;2;1;1;7;1;194625873;38;2;11;3;;;;;;14/05/2020 09:31
60;58;100;77;43;100;58;48;100;100;100;16;100;100;51;-999;-999;-999;0;83;100;754312;1;7;4;7;7;6;3;3;5;2;843126975;22;1;11;-999;41;38;38;38;25;14/05/2020 09:34
0;100;100;100;100;100;100;100;100;0;100;100;100;100;100;0;100;100;-999;-999;-999;134526;4;1;7;7;7;7;1;7;1;1;854927631;41;3;11;3;;;;;;14/05/2020 09:38
43;66;73;100;100;18;27;62;22;84;84;67;73;63;75;-999;-999;-999;17;74;81;531427;3;2;1;2;3;2;1;1;6;5;431682759;27;2;11;3;39;35;30;32;26;14/05/2020 09:42
78;79;79;22;78;20;100;100;17;98;97;0;1;74;73;-999;-999;-999;100;47;100;735142;1;6;6;7;7;7;5;7;7;5;659783124;41;2;11;-999;;;;;;14/05/2020 09:45
14;80;100;99;100;60;97;70;33;98;100;81;94;100;26;79;89;100;-999;-999;-999;614253;2;7;1;7;7;4;7;4;4;7;318769425;27;1;11;-999;;;;;;14/05/2020 09:50
22;50;100;100;100;23;42;58;100;82;82;100;89;56;100;83;22;100;-999;-999;-999;524136;4;6;5;7;2;4;1;3;1;1;257649318;30;2;11;-999;;;;;;14/05/2020 09:55
100;100;44;0;81;25;100;100;0;100;22;100;0;100;0;100;100;77;-999;-999;-999;614253;2;3;3;5;1;4;4;2;6;7;469321875;42;2;11;-999;;;;;;14/05/2020 09:57
3;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;-999;-999;-999;531246;4;1;1;7;7;7;1;4;1;1;781654239;25;2;89;-999;;;;;;14/05/2020 10:02
0;100;0;100;100;0;100;100;67;4;91;14;100;100;83;-999;-999;-999;2;100;100;753241;1;4;5;7;5;7;1;1;7;4;796485312;37;2;89;-999;;;;;;14/05/2020 10:03
