acceptability_1;confidence_1;distress_1;acceptability_2;confidence_2;distress_2;acceptability_3;confidence_3;distress_3;acceptability_4;confidence_4;distress_4;acceptability_5;confidence_5;distress_5;acceptability_6;confidence_6;distress_6;acceptability_7;confidence_7;distress_7;scenarios_order;condition;1_oxford_1;1_oxford_2;1_oxford_3;1_oxford_4;1_oxford_5;1_oxford_6;1_oxford_7;1_oxford_8;1_oxford_9;oxford_order;age;gender;country;covid;openness;conscientiousness;extraversion;agreeableness;neuroticism;timestamp
0;89;19;100;100;0;76;25;62;47;26;100;71;28;100;-999;-999;-999;0;82;26;245137;3;1;1;7;3;6;1;1;1;1;736251894;30;1;11;-999;;;;;;07/05/2020 20:59
80;51;81;51;69;64;82;91;29;0;100;9;85;100;54;-999;-999;-999;6;86;56;452317;3;3;3;2;2;3;5;4;2;3;531986472;23;1;11;-999;;;;;;07/05/2020 21:00
0;100;100;0;65;63;100;100;62;0;100;0;0;100;0;100;100;100;-999;-999;-999;352416;4;7;4;5;2;5;1;1;1;1;291687435;40;1;140;3;;;;;;07/05/2020 21:00
0;100;61;63;60;56;100;100;17;41;80;60;100;100;0;-999;-999;-999;0;100;23;154237;3;2;3;3;5;4;3;3;3;4;482759613;23;1;178;3;;;;;;07/05/2020 21:00
79;80;77;0;100;5;75;75;65;17;19;86;23;76;30;-999;-999;-999;3;100;82;315427;3;2;3;6;2;4;4;6;2;1;314678259;42;1;11;3;;;;;;07/05/2020 21:02
24;76;100;20;92;100;100;89;98;33;91;83;67;63;100;-999;-999;-999;36;36;57;751423;1;6;5;6;5;5;5;2;5;7;813649257;22;1;11;-999;46;22;21;34;35;07/05/2020 21:02
61;64;83;65;66;67;71;71;71;72;25;81;25;42;59;-999;-999;-999;34;46;92;412357;3;2;4;4;6;5;3;5;3;5;352967814;27;1;11;3;25;29;28;26;25;07/05/2020 21:02
0;100;0;0;100;0;65;52;100;59;16;100;65;0;100;-999;-999;-999;50;0;100;752314;1;7;4;7;7;7;1;4;1;1;691754238;34;5;11;23;41;39;25;33;38;07/05/2020 21:02
7;99;98;100;98;100;1;97;95;100;100;97;3;100;1;-999;-999;-999;3;100;94;453217;3;2;4;6;7;5;3;1;1;3;632749581;36;1;11;3;;;;;;07/05/2020 21:03
56;77;50;41;56;50;29;73;42;65;36;95;25;100;34;-999;-999;-999;76;76;99;541237;3;5;6;6;4;6;5;6;5;5;269187453;28;1;11;-999;33;24;22;34;29;07/05/2020 21:03
27;62;100;100;100;0;28;37;100;100;64;100;0;42;100;100;100;100;-999;-999;-999;541326;4;7;7;7;7;7;1;1;1;4;839274561;36;2;11;-999;;;;;;07/05/2020 21:03
24;55;96;10;80;63;91;74;69;34;39;66;56;24;60;52;24;100;-999;-999;-999;613452;2;7;5;7;7;2;5;5;5;6;817563294;31;1;89;3;;;;;;07/05/2020 21:04
75;84;98;62;86;75;100;100;0;33;81;100;25;81;34;-999;-999;-999;31;83;100;743152;1;3;4;2;2;6;4;4;3;3;438695721;22;1;11;3;;;;;;07/05/2020 21:05
31;44;79;81;74;27;24;83;15;90;87;26;19;80;26;-999;-999;-999;80;23;100;721354;1;5;5;6;4;5;5;3;1;2;248163957;27;2;11;-999;28;27;28;38;19;07/05/2020 21:05
100;100;66;57;100;69;100;100;0;100;100;100;82;100;100;-999;-999;-999;0;100;0;523417;3;5;5;7;3;3;2;5;3;5;186475392;40;1;40;3;;;;;;07/05/2020 21:05
1;99;99;100;99;21;100;81;24;100;65;100;48;0;0;53;45;100;-999;-999;-999;421356;4;1;3;2;7;6;5;2;3;2;236987415;32;1;11;-999;;;;;;07/05/2020 21:05
49;22;100;49;33;100;72;63;100;62;37;100;50;30;100;66;30;100;-999;-999;-999;132456;4;3;4;6;2;7;3;4;1;4;236571489;34;1;11;2;32;34;29;34;26;07/05/2020 21:06
23;80;100;17;79;25;76;75;61;30;75;86;100;100;0;100;100;59;-999;-999;-999;351246;4;6;5;2;7;5;5;4;4;5;284679531;43;2;11;-999;44;28;27;32;28;07/05/2020 21:06
100;0;100;100;100;50;100;100;100;50;50;100;49;100;100;100;100;100;-999;-999;-999;645132;2;1;1;2;7;6;4;1;4;4;941678532;20;1;11;-999;40;23;34;37;30;07/05/2020 21:06
0;0;100;99;0;100;100;100;100;100;100;0;0;0;99;-999;-999;-999;1;100;100;741325;1;6;6;6;6;2;2;1;1;4;578296143;36;2;11;-999;;;;;;07/05/2020 21:08
67;33;100;43;45;46;76;57;99;100;91;70;22;63;46;90;90;100;-999;-999;-999;643152;2;5;6;5;7;4;5;5;5;4;798524136;37;1;11;-999;49;23;24;37;29;07/05/2020 21:08
23;80;100;73;100;0;48;70;87;0;100;100;22;100;71;68;32;99;-999;-999;-999;632514;2;3;1;3;3;5;3;1;3;4;914627358;34;1;11;3;34;31;29;36;34;07/05/2020 21:08
0;100;100;78;79;100;100;71;100;79;79;100;100;100;100;-999;-999;-999;20;20;100;354217;3;4;1;2;5;4;2;5;2;1;416782359;28;1;11;-999;;;;;;07/05/2020 21:08
19;68;82;68;84;33;71;100;100;100;100;100;100;66;100;0;100;100;-999;-999;-999;325146;4;1;4;3;1;1;1;2;3;1;674283591;28;2;11;3;36;31;22;33;23;07/05/2020 21:10
69;29;100;82;34;98;100;100;28;100;36;74;75;75;100;78;33;100;-999;-999;-999;652314;2;4;4;7;7;5;2;2;4;4;392187654;23;1;11;-999;;;;;;07/05/2020 21:10
83;83;36;39;36;100;22;75;65;8;80;84;4;91;43;-999;-999;-999;9;81;76;725134;1;5;6;1;5;6;6;5;1;6;792485136;33;1;178;-999;37;32;24;38;26;07/05/2020 21:10
27;29;94;26;63;57;58;58;79;82;81;100;63;65;98;-999;-999;-999;15;32;100;712354;1;5;6;6;6;6;2;2;2;2;968317524;28;1;11;-999;;;;;;07/05/2020 21:11
0;100;100;0;0;100;100;79;25;100;100;100;0;0;100;-999;-999;-999;0;100;100;532417;3;3;4;5;5;4;4;4;1;1;597482613;32;1;11;3;42;27;27;23;30;07/05/2020 21:11
50;71;85;62;70;67;100;100;0;68;71;66;15;78;67;-999;-999;-999;31;68;50;245137;3;2;2;4;3;5;1;5;1;1;423516897;22;2;11;3;39;28;34;36;25;07/05/2020 21:12
74;62;63;100;73;18;79;62;18;100;88;83;0;100;14;-999;-999;-999;100;34;100;124537;3;1;2;2;2;3;5;6;5;6;452897361;41;2;11;-999;;;;;;07/05/2020 21:12
100;75;68;0;100;100;0;100;0;0;100;5;2;100;0;100;100;0;-999;-999;-999;432516;4;1;7;2;1;1;3;1;7;4;163924587;58;2;11;-999;;;;;;07/05/2020 21:13
0;100;74;2;99;0;0;96;51;94;97;52;3;98;0;98;100;52;-999;-999;-999;345216;4;7;1;2;1;6;2;1;4;4;915324768;23;1;11;3;;;;;;07/05/2020 21:14
33;68;67;30;29;32;98;99;68;87;85;43;80;75;27;27;71;84;-999;-999;-999;634152;2;6;4;5;3;5;3;2;1;4;273459618;32;1;11;3;;;;;;07/05/2020 21:14
100;74;70;8;100;31;20;75;64;3;100;20;0;100;0;100;100;100;-999;-999;-999;621543;2;1;1;6;3;3;1;3;5;4;839745261;61;1;11;3;;;;;;07/05/2020 21:16
100;100;1;0;100;100;100;100;29;100;100;100;0;100;99;100;73;81;-999;-999;-999;253146;4;6;7;7;4;6;4;7;7;4;894756321;46;2;11;-999;;;;;;07/05/2020 21:16
3;89;99;0;100;73;27;29;100;100;25;97;0;100;23;100;70;100;-999;-999;-999;641325;2;6;2;6;6;3;5;1;4;5;963148725;49;1;11;-999;;;;;;07/05/2020 21:17
69;65;77;34;69;24;100;100;29;73;100;70;44;34;79;-999;-999;-999;69;16;100;754312;1;5;2;7;7;6;3;2;5;3;154937862;17;1;11;-999;48;29;38;38;27;07/05/2020 21:18
0;100;0;21;71;76;0;83;74;22;78;0;23;32;75;-999;-999;-999;0;69;25;742351;1;1;1;2;3;3;1;5;5;2;693428715;28;2;56;1;;;;;;07/05/2020 21:18
71;56;87;43;15;63;56;30;55;77;85;64;53;38;80;90;89;58;-999;-999;-999;514326;4;4;3;6;4;4;4;6;5;5;941823567;25;2;11;-999;;;;;;07/05/2020 21:19
100;99;100;0;100;24;100;100;100;100;100;100;100;81;72;99;92;100;-999;-999;-999;521346;4;1;7;7;7;7;1;4;2;1;856149237;35;1;11;3;;;;;;07/05/2020 21:20
1;98;100;100;100;97;100;72;74;98;79;98;96;98;100;-999;-999;-999;4;69;100;231547;3;2;6;2;6;6;1;1;1;1;258769431;46;6;11;-999;;;;;;07/05/2020 21:20
52;53;95;0;99;27;34;51;98;100;100;100;0;100;50;98;100;100;-999;-999;-999;654123;2;5;5;5;6;7;3;7;4;3;219436578;24;2;11;-999;37;35;36;38;24;07/05/2020 21:20
72;28;77;100;67;100;62;43;100;50;55;75;100;100;0;72;17;100;-999;-999;-999;613245;2;4;4;7;3;6;3;3;1;2;371485269;39;1;11;-999;38;31;30;41;18;07/05/2020 21:20
100;100;100;100;100;63;100;72;0;100;100;100;100;100;0;0;0;100;-999;-999;-999;435216;4;5;5;7;7;7;5;2;5;5;196854273;24;1;11;-999;35;29;16;25;24;07/05/2020 21:20
79;25;82;100;100;0;100;83;18;100;100;100;100;100;0;-999;-999;-999;0;100;100;413527;3;2;5;5;3;4;3;5;3;2;486592371;40;1;11;-999;;;;;;07/05/2020 21:21
87;100;75;89;78;0;85;83;62;75;73;91;25;83;79;-999;-999;-999;0;100;65;415237;3;1;3;2;1;3;2;3;1;4;256341798;33;2;11;-999;39;33;27;32;10;07/05/2020 21:21
47;47;100;53;53;53;96;100;100;100;100;100;100;100;71;-999;-999;-999;10;82;100;735241;1;1;1;1;1;4;7;3;5;1;235497681;58;1;11;-999;32;45;25;42;27;07/05/2020 21:21
21;69;100;0;100;23;100;100;100;100;100;100;19;48;42;-999;-999;-999;0;82;100;341527;3;7;2;5;7;4;5;4;6;4;875946312;27;1;11;-999;;;;;;07/05/2020 21:22
1;97;95;100;100;98;97;2;2;100;100;2;3;100;1;-999;-999;-999;1;100;99;125437;3;1;1;6;7;1;1;7;1;1;793864215;65;1;11;3;;;;;;07/05/2020 21:22
85;78;100;100;90;5;66;39;67;100;71;100;37;10;68;24;59;100;-999;-999;-999;431256;4;6;5;7;1;6;2;3;2;4;156798324;23;2;11;-999;44;30;21;35;21;07/05/2020 21:22
71;56;100;75;68;30;74;63;41;74;51;100;25;49;59;-999;-999;-999;0;100;100;514237;3;4;4;5;2;2;1;2;2;2;279168543;30;1;11;-999;;;;;;07/05/2020 21:22
13;74;48;100;100;18;0;100;10;0;87;28;100;100;0;-999;-999;-999;0;82;79;241357;3;7;1;1;1;1;1;1;4;7;587129436;29;2;11;-999;44;31;28;28;16;07/05/2020 21:22
75;96;100;56;41;87;78;100;43;29;74;66;100;68;100;100;100;100;-999;-999;-999;542316;4;7;5;7;3;6;3;5;6;6;362785149;53;1;11;-999;42;28;28;30;37;07/05/2020 21:23
0;100;100;71;73;100;74;73;100;76;76;100;100;100;100;100;75;100;-999;-999;-999;625341;2;4;4;7;7;7;4;1;3;4;943521687;20;1;11;-999;42;33;27;39;22;07/05/2020 21:23
85;61;46;58;42;32;73;71;32;78;100;87;40;1;100;-999;-999;-999;19;0;100;745123;1;4;4;3;5;4;2;2;4;4;136492587;17;1;11;3;;;;;;07/05/2020 21:23
0;77;100;0;59;100;100;100;0;100;100;72;0;100;0;-999;-999;-999;0;100;0;124357;3;1;1;7;4;5;1;4;1;1;394172865;53;1;11;3;48;41;27;28;20;07/05/2020 21:23
100;100;0;30;100;100;100;100;21;100;100;100;100;100;0;-999;-999;-999;0;100;100;325147;3;3;2;1;1;2;5;6;5;5;748691325;31;1;11;-999;37;40;24;20;23;07/05/2020 21:23
25;100;100;100;100;64;100;73;75;100;86;89;20;77;57;57;80;98;-999;-999;-999;132546;4;2;1;2;2;2;5;6;3;3;965347128;26;1;11;-999;37;16;18;29;36;07/05/2020 21:24
99;100;100;0;100;0;0;100;100;100;100;2;0;100;0;0;100;0;-999;-999;-999;354126;4;1;1;4;1;1;5;5;7;6;786391245;21;2;11;-999;39;34;25;29;17;07/05/2020 21:24
64;63;100;27;52;43;100;61;0;98;75;72;39;38;100;-999;-999;-999;80;61;61;231547;3;3;5;5;2;5;5;1;4;5;274695183;35;1;11;3;45;33;22;28;25;07/05/2020 21:24
100;100;22;74;100;0;100;100;0;83;100;75;0;79;0;-999;-999;-999;0;82;100;534217;3;1;7;4;4;7;1;7;1;1;156384927;26;1;11;-999;42;23;19;29;24;07/05/2020 21:24
74;66;100;100;86;8;100;100;87;100;100;10;77;67;81;-999;-999;-999;0;76;83;152437;3;4;5;6;4;4;3;2;4;5;381429576;22;2;11;-999;;;;;;07/05/2020 21:24
65;52;100;29;85;46;86;88;14;58;39;72;24;64;76;-999;-999;-999;48;26;100;532147;3;2;5;2;5;5;2;5;4;3;239481567;21;1;11;23;30;35;22;30;22;07/05/2020 21:24
33;87;100;76;89;100;66;97;90;72;38;83;0;100;0;91;80;100;-999;-999;-999;423156;4;2;6;4;4;3;4;1;7;3;184726539;52;2;11;3;38;33;18;21;28;07/05/2020 21:25
73;60;48;100;99;9;66;63;17;8;75;0;0;100;0;-999;-999;-999;11;79;36;734251;1;1;1;3;1;1;5;4;7;5;369728154;38;2;11;-999;;;;;;07/05/2020 21:25
85;22;100;100;100;17;32;68;77;0;76;28;3;100;0;-999;-999;-999;1;23;99;745132;1;2;5;6;2;6;1;1;2;1;832751964;45;1;11;-999;47;23;27;35;28;07/05/2020 21:25
15;90;71;70;80;48;81;72;42;93;83;43;25;81;22;-999;-999;-999;66;50;74;523147;3;2;4;3;3;4;3;2;2;4;329768145;23;2;11;-999;29;29;21;29;21;07/05/2020 21:25
94;78;78;83;28;86;62;34;100;24;81;28;0;81;21;-999;-999;-999;13;32;100;354127;3;5;4;6;7;3;4;2;1;2;567839124;26;2;11;-999;;;;;;07/05/2020 21:25
74;60;73;62;34;79;83;71;39;65;35;100;39;17;83;-999;-999;-999;61;28;100;732145;1;4;4;4;5;4;4;5;4;4;796148235;43;1;11;-999;48;32;24;37;35;07/05/2020 21:25
72;74;96;100;84;74;74;75;100;51;50;100;100;100;67;-999;-999;-999;19;80;100;413527;3;3;1;4;2;6;1;3;1;1;154386927;36;1;11;-999;26;25;15;32;35;07/05/2020 21:26
0;63;100;100;100;89;27;55;45;0;100;12;3;100;100;-999;-999;-999;11;66;99;423157;3;3;4;6;2;7;4;1;5;3;319548726;29;2;11;-999;;;;;;07/05/2020 21:26
26;79;100;75;80;61;100;100;73;66;65;100;71;70;100;1;55;100;-999;-999;-999;312546;4;1;4;6;3;5;1;1;1;4;158932647;39;1;11;-999;42;40;35;37;18;07/05/2020 21:26
33;77;78;28;80;67;64;64;66;49;86;100;46;74;75;49;100;100;-999;-999;-999;652314;2;3;3;5;3;2;3;3;4;4;472695318;22;2;11;3;36;35;27;34;20;07/05/2020 21:26
87;43;100;79;38;86;83;79;30;83;71;77;0;98;77;84;32;100;-999;-999;-999;241536;4;3;6;6;6;5;5;5;5;5;325198647;28;2;11;-999;29;28;24;24;25;07/05/2020 21:26
0;100;100;89;89;100;100;100;100;34;67;98;26;29;100;15;32;100;-999;-999;-999;625134;2;1;3;3;2;5;1;1;1;1;879431256;36;1;11;-999;;;;;;07/05/2020 21:26
6;84;84;74;80;72;35;71;100;100;76;100;100;100;100;100;91;100;-999;-999;-999;643251;2;3;2;7;7;5;1;2;1;1;387629451;40;2;11;2;;;;;;07/05/2020 21:27
87;77;99;49;37;84;77;16;100;79;75;100;93;67;100;100;79;100;-999;-999;-999;432156;4;2;5;4;7;6;7;1;6;6;945627381;23;1;11;-999;33;24;19;30;39;07/05/2020 21:27
62;65;93;20;79;82;77;100;78;76;52;78;98;100;25;-999;-999;-999;71;84;100;315247;3;6;4;7;6;5;3;5;2;1;261458973;23;2;11;-999;39;35;21;27;27;07/05/2020 21:27
0;93;77;79;79;76;73;75;68;85;74;54;70;65;68;-999;-999;-999;100;78;100;714253;1;5;5;6;5;2;1;1;2;2;219675384;50;2;11;3;29;29;16;31;20;07/05/2020 21:27
22;95;72;76;58;36;100;100;17;39;62;32;24;78;28;83;79;100;-999;-999;-999;631524;2;4;6;7;6;4;5;3;5;2;187694235;30;2;11;-999;;;;;;07/05/2020 21:28
30;37;90;0;100;0;75;76;68;79;77;68;28;72;39;72;25;100;-999;-999;-999;623415;2;6;5;5;5;5;4;1;5;2;872643519;44;2;11;-999;39;31;27;39;18;07/05/2020 21:28
0;100;100;100;100;40;86;100;100;54;55;100;19;88;65;100;100;100;-999;-999;-999;634521;2;5;7;4;6;7;1;1;5;3;584376912;30;2;11;-999;36;29;23;34;23;07/05/2020 21:28
81;79;30;59;38;91;100;98;17;0;75;34;48;35;100;-999;-999;-999;1;71;46;713524;1;4;4;5;2;6;1;6;2;2;869524317;25;1;11;-999;;;;;;07/05/2020 21:28
67;75;100;74;75;33;62;28;100;64;26;100;100;100;26;100;100;100;-999;-999;-999;413526;4;4;7;6;3;4;3;7;5;6;618342597;28;2;11;-999;;;;;;07/05/2020 21:28
3;74;100;100;100;100;99;100;0;100;100;100;2;83;100;-999;-999;-999;0;53;100;135427;3;1;1;7;5;1;1;7;1;1;543692178;30;2;11;-999;36;39;31;41;21;07/05/2020 21:29
81;85;15;12;92;0;82;81;13;16;34;73;16;84;23;-999;-999;-999;0;97;97;751432;1;2;2;5;1;6;2;5;4;3;231869574;27;2;40;-999;;;;;;07/05/2020 21:29
100;100;0;100;100;0;23;100;15;0;100;100;0;100;100;-999;-999;-999;100;100;0;341257;3;1;1;1;1;1;6;1;4;6;345129687;26;2;11;3;;;;;;07/05/2020 21:29
65;65;87;17;80;20;69;86;26;68;66;80;26;85;22;87;81;70;-999;-999;-999;421536;4;7;6;6;2;5;5;5;6;6;692754138;41;2;11;-999;42;30;22;28;27;07/05/2020 21:29
27;74;100;22;26;100;0;30;100;100;100;0;0;96;0;0;0;100;-999;-999;-999;513246;4;6;1;7;7;2;5;1;3;4;184569273;31;1;11;3;45;18;26;38;28;07/05/2020 21:29
33;35;100;100;100;98;73;62;100;77;72;100;100;100;100;68;0;100;-999;-999;-999;635241;2;4;4;7;7;3;3;6;4;2;278594361;25;1;11;-999;43;37;26;33;20;07/05/2020 21:30
0;83;100;63;22;85;100;100;2;100;62;74;75;23;100;-999;-999;-999;0;100;100;743512;1;4;1;7;1;1;1;1;1;5;713629485;24;1;11;-999;;;;;;07/05/2020 21:30
22;65;75;100;88;100;26;73;0;74;83;100;62;29;76;71;23;100;-999;-999;-999;513246;4;3;4;5;4;3;2;2;2;2;789235641;21;2;11;-999;;;;;;07/05/2020 21:30
78;83;35;41;86;26;24;85;48;59;75;35;2;96;0;-999;-999;-999;70;74;70;314527;3;4;3;3;2;1;4;3;5;1;826519734;37;2;11;-999;;;;;;07/05/2020 21:30
58;78;92;41;77;81;86;98;71;100;100;33;90;89;97;58;42;98;-999;-999;-999;435216;4;4;4;6;7;6;5;3;4;5;827549316;28;1;11;-999;39;26;17;30;28;07/05/2020 21:30
96;99;100;100;100;0;100;100;69;99;100;96;3;97;2;1;100;98;-999;-999;-999;632514;2;1;1;6;4;7;1;4;1;1;596823417;50;1;11;-999;;;;;;07/05/2020 21:30
0;100;100;100;100;100;100;100;100;100;100;100;76;100;100;100;100;100;-999;-999;-999;631542;2;7;4;7;7;7;3;3;1;5;364178295;23;1;11;-999;36;28;17;41;29;07/05/2020 21:30
23;94;100;41;70;100;39;55;100;78;70;84;17;76;44;49;28;100;-999;-999;-999;431526;4;5;3;4;3;4;3;4;3;5;816372549;23;1;11;3;;;;;;07/05/2020 21:31
0;60;100;100;46;100;100;100;66;64;65;63;100;100;20;-999;-999;-999;59;24;100;725314;1;2;4;4;1;3;1;2;3;3;528916437;20;1;11;-999;42;26;25;36;28;07/05/2020 21:31
95;98;98;74;90;90;75;68;92;87;90;93;18;86;72;84;88;100;-999;-999;-999;215346;4;1;1;7;4;3;6;1;1;5;641928735;55;1;11;2;;;;;;07/05/2020 21:31
85;100;18;71;100;80;100;100;0;85;82;29;0;100;0;67;47;87;-999;-999;-999;652413;2;1;4;7;1;7;6;5;7;4;174638529;29;2;11;-999;45;24;30;34;28;07/05/2020 21:31
0;33;100;78;28;73;80;81;0;99;100;100;14;75;79;0;100;100;-999;-999;-999;532146;4;7;6;7;5;7;1;5;3;1;976231458;25;2;11;3;39;25;34;38;24;07/05/2020 21:31
51;51;100;14;85;56;29;60;65;18;72;100;0;100;41;85;43;100;-999;-999;-999;341256;4;1;4;7;3;4;6;1;6;5;172854693;23;1;11;-999;;;;;;07/05/2020 21:31
50;0;100;26;38;27;100;100;27;98;100;66;0;100;0;-999;-999;-999;0;100;100;732415;1;3;5;7;3;6;2;3;5;3;369587412;22;2;11;-999;40;29;28;41;25;07/05/2020 21:32
4;100;100;100;100;100;1;50;100;100;4;100;99;100;100;-999;-999;-999;2;100;100;742351;1;1;1;4;1;1;1;4;1;1;245681397;26;1;11;-999;;;;;;07/05/2020 21:33
19;73;97;100;90;25;100;89;30;100;77;100;22;67;58;79;81;88;-999;-999;-999;615432;2;5;4;7;6;6;3;2;1;4;721368495;30;1;11;3;;;;;;07/05/2020 21:34
29;100;100;32;69;24;76;70;100;15;84;24;0;36;40;-999;-999;-999;100;100;43;315247;3;1;1;2;7;1;1;7;1;4;572418369;22;1;11;-999;30;39;24;37;25;07/05/2020 21:34
0;100;100;4;100;100;100;100;100;0;100;0;100;100;0;-999;-999;-999;0;100;100;213457;3;4;7;7;7;7;1;7;4;1;457923618;57;1;56;2;;;;;;07/05/2020 21:34
87;75;100;15;85;53;100;100;16;100;100;100;18;76;76;80;44;99;-999;-999;-999;615234;2;4;4;6;7;6;3;5;5;1;746381295;26;1;11;-999;43;38;35;39;20;07/05/2020 21:34
0;100;100;0;86;13;81;65;63;0;69;100;100;100;21;86;36;100;-999;-999;-999;412536;4;3;3;7;7;5;2;6;2;2;473561289;29;2;11;-999;;;;;;07/05/2020 21:35
20;69;100;29;20;99;72;31;89;100;100;15;0;100;100;100;37;100;-999;-999;-999;142356;4;1;3;3;7;6;5;5;1;5;462873915;32;2;11;-999;;;;;;07/05/2020 21:35
0;100;0;100;100;0;100;100;0;100;100;35;0;100;24;-999;-999;-999;100;100;82;352417;3;7;2;7;1;7;4;5;7;7;134678592;22;2;11;-999;47;36;32;39;14;07/05/2020 21:35
56;43;57;100;100;1;39;90;100;0;100;100;1;100;99;0;99;28;-999;-999;-999;354216;4;4;4;1;7;1;4;1;1;5;746231859;39;1;11;-999;;;;;;07/05/2020 21:35
73;75;71;67;33;83;16;64;21;31;37;34;0;100;2;-999;-999;-999;19;55;76;712354;1;2;4;5;2;4;2;3;5;5;654912873;26;2;11;-999;36;28;21;29;14;07/05/2020 21:36
100;61;100;100;79;26;81;62;80;0;51;100;0;65;61;-999;-999;-999;2;78;100;725143;1;5;5;3;1;6;5;7;7;7;945183627;28;2;11;-999;43;18;22;19;31;07/05/2020 21:36
0;100;100;0;100;99;100;100;0;100;100;100;0;99;100;-999;-999;-999;5;96;96;741253;1;4;1;4;7;7;1;4;1;1;471289536;78;1;11;3;;;;;;07/05/2020 21:36
34;66;77;67;65;67;100;100;20;43;40;66;29;86;24;-999;-999;-999;73;28;100;743521;1;6;3;3;3;3;5;5;1;1;136527489;51;2;11;-999;36;29;22;28;19;07/05/2020 21:36
15;89;96;94;90;12;90;90;95;11;75;94;23;23;100;-999;-999;-999;16;90;95;741253;1;4;6;7;6;7;1;2;1;1;743185962;47;1;11;-999;33;32;26;38;33;07/05/2020 21:36
0;96;100;99;81;82;56;59;99;0;96;59;0;100;11;100;100;100;-999;-999;-999;645123;2;1;1;1;1;6;1;4;1;7;724839165;50;6;11;-999;;;;;;07/05/2020 21:36
20;85;73;100;73;76;100;100;30;40;60;64;0;100;0;100;100;100;-999;-999;-999;245136;4;1;3;4;3;3;3;6;6;2;392476185;23;1;11;-999;;;;;;07/05/2020 21:37
100;100;0;73;23;0;0;100;0;100;100;59;0;100;0;-999;-999;-999;0;100;48;731425;1;1;4;7;1;1;5;7;7;1;327169845;21;2;11;-999;35;34;20;37;18;07/05/2020 21:37
0;0;100;0;100;26;77;75;73;78;71;73;76;96;100;100;73;100;-999;-999;-999;641352;2;5;3;7;6;5;4;4;5;4;951824763;24;1;11;-999;36;34;21;30;30;07/05/2020 21:37
100;100;100;4;23;5;10;34;24;72;74;82;16;5;29;89;71;73;-999;-999;-999;415236;4;1;6;2;6;5;2;2;2;7;852163497;24;1;11;3;;;;;;07/05/2020 21:37
0;100;100;30;65;100;100;100;100;100;100;0;100;100;100;-999;-999;-999;0;69;100;235147;3;1;1;7;3;1;1;1;1;1;385162479;25;1;11;3;40;31;31;41;22;07/05/2020 21:37
23;39;25;72;37;82;82;69;22;51;24;76;92;77;22;30;33;100;-999;-999;-999;215346;4;2;3;5;5;3;3;3;3;3;685271394;27;1;11;3;;;;;;07/05/2020 21:38
0;100;74;27;81;41;77;100;26;32;62;91;57;57;61;-999;-999;-999;0;100;0;154327;3;1;6;2;3;3;1;1;1;1;692578431;18;1;11;-999;27;40;33;28;19;07/05/2020 21:38
65;11;97;33;29;80;26;57;58;13;72;83;20;80;44;83;87;92;-999;-999;-999;235146;4;2;3;3;2;5;4;3;3;3;143826975;25;2;11;-999;33;20;14;32;32;07/05/2020 21:38
35;20;100;76;77;22;16;82;73;100;100;28;22;76;66;22;72;100;-999;-999;-999;154326;4;1;1;1;6;1;1;1;1;2;523968147;23;1;11;3;31;25;36;26;32;07/05/2020 21:38
35;35;100;100;100;100;71;63;100;98;0;100;36;0;100;-999;-999;-999;0;24;100;734215;1;1;5;3;1;4;2;1;3;3;695143827;26;1;11;3;41;25;23;25;31;07/05/2020 21:38
28;74;100;77;81;44;76;75;100;36;44;100;43;17;99;-999;-999;-999;0;100;100;734215;1;5;3;7;5;3;3;2;1;3;473189562;27;2;11;-999;;;;;;07/05/2020 21:38
60;59;100;31;49;75;87;73;64;100;100;100;57;46;77;-999;-999;-999;56;41;100;415237;3;5;5;6;6;4;5;4;5;5;487361592;25;1;11;-999;38;35;20;37;27;07/05/2020 21:38
60;42;100;22;82;100;65;37;100;94;86;78;2;98;100;77;36;100;-999;-999;-999;351246;4;4;3;6;3;4;5;2;2;4;635278491;26;1;11;3;29;35;28;26;34;07/05/2020 21:38
100;100;26;100;100;0;63;100;31;100;100;0;0;100;0;-999;-999;-999;1;99;0;721453;1;1;2;7;1;1;2;7;1;4;682397154;23;2;11;-999;32;27;34;30;30;07/05/2020 21:38
0;0;100;100;0;100;100;0;100;0;100;100;1;1;100;-999;-999;-999;0;0;100;731254;1;1;1;5;7;5;1;1;1;1;357819426;42;1;11;-999;41;30;31;36;23;07/05/2020 21:38
12;77;100;40;41;86;83;84;86;62;43;100;46;41;100;-999;-999;-999;0;47;100;754231;1;2;6;7;5;7;4;4;4;2;917538642;39;1;11;3;;;;;;07/05/2020 21:38
21;77;32;20;78;22;75;76;62;83;83;31;67;83;30;66;59;83;-999;-999;-999;631524;2;7;6;5;2;6;5;5;5;6;493125768;38;1;11;-999;;;;;;07/05/2020 21:39
0;100;0;4;100;0;100;100;73;100;100;100;100;100;55;-999;-999;-999;0;100;100;534217;3;5;6;6;2;7;3;1;1;5;637451928;23;1;11;-999;40;43;31;44;28;07/05/2020 21:39
100;100;17;63;100;77;87;87;32;32;75;80;0;100;0;-999;-999;-999;29;71;80;512347;3;5;3;2;2;4;2;6;7;5;975183462;30;2;11;3;33;31;36;27;18;07/05/2020 21:39
21;68;100;100;100;69;100;34;100;100;100;100;0;77;16;0;100;70;-999;-999;-999;342516;4;1;7;6;4;6;1;6;6;4;629784153;35;6;11;-999;;;;;;07/05/2020 21:39
