,0,1,2,3,4,5,6,7
0,84.54,74.59,78.38,74.68,74.85,72.68,69.78,69.46
1,72.74,69.64,66.96,65.4,68.92,64.24,64.12,71.06
2,72.4,70.82,64.63,63.56,63.7,68.42,65.02,70.71
3,69.08,66.66,65.43,62.33,61.81,60.68,61.91,67.91
4,68.47,65.41,62.51,59.09,59.6,60.41,65.49,66.9
5,74.07,69.18,65.98,64.44,65.38,60.42,64.48,65.58
6,69.64,70.66,66.81,65.04,62.88,65.14,65.38,68.17
7,80.72,71.45,70.08,70.17,72.35,70.54,73.97,76.43
